date,total,domestic confirmation,overseas confirmation,death,seoul,busan,daegu,Incheon,gwangju,Daejeon,Ulsan,Sejong,gyeonggi0do,Gangwon0do,Chungbuk,chungnam,jeonbug,jeonnam,gyeongbug,gyeongnam,jeju,men,women,age0to9,age10to19,age20to29,age30to39,age40to49,age50to59,age60to69,age70to79,age80over
2022.3.4,266839 ,266757 ,82 ,185 ,59267 ,23202 ,9494 ,16682 ,6773 ,5957 ,5813 ,1577 ,76721 ,5585 ,6741 ,8263 ,6539 ,6411 ,8382 ,15998 ,3399 ,126191 ,140648 ,32160 ,34415 ,43641 ,42779 ,42524 ,31384 ,23930 ,9819 ,6187 
2022.3.5,254316 ,254238 ,78 ,216 ,53189 ,21821 ,9563 ,18838 ,7407 ,5693 ,5581 ,1458 ,70243 ,5916 ,6943 ,8010 ,6988 ,5967 ,8221 ,15155 ,3285 ,118255 ,136061 ,30725 ,37557 ,40021 ,37683 ,39470 ,29471 ,23520 ,9652 ,6217 
2022.3.6,243611 ,243523 ,88 ,161 ,49448 ,26201 ,8895 ,14859 ,6657 ,6189 ,5015 ,1384 ,66834 ,5708 ,6235 ,7285 ,6851 ,5706 ,8199 ,14424 ,3691 ,113330 ,130281 ,26553 ,32829 ,39233 ,35459 ,37152 ,29927 ,24740 ,10694 ,7024 
2022.3.7,210693 ,210603 ,90 ,139 ,39553 ,26449 ,7789 ,15324 ,6472 ,5760 ,3913 ,1163 ,51103 ,5451 ,4901 ,6775 ,6065 ,5737 ,7512 ,13450 ,3233 ,98780 ,111913 ,24569 ,29361 ,32282 ,29740 ,32465 ,26399 ,21418 ,9046 ,5413 
2022.3.8,202694 ,202619 ,75 ,186 ,37478 ,19355 ,7585 ,12606 ,6473 ,5609 ,4560 ,1349 ,52726 ,5460 ,5733 ,6996 ,6263 ,6014 ,7374 ,14028 ,3054 ,98085 ,104609 ,27950 ,30897 ,30749 ,29362 ,31486 ,23529 ,17572 ,6861 ,4288 
2022.3.9,342420 ,342360 ,60 ,158 ,74220 ,31152 ,12896 ,18826 ,7418 ,7977 ,6582 ,2214 ,96677 ,8685 ,9148 ,10825 ,9679 ,7951 ,12286 ,22006 ,3856 ,163313 ,179107 ,44590 ,51184 ,51890 ,48873 ,51068 ,40874 ,31471 ,13911 ,8559 
2022.3.10,327514 ,327457 ,57 ,206 ,66849 ,31570 ,11600 ,21974 ,6300 ,7884 ,8788 ,1944 ,88139 ,8172 ,8763 ,10665 ,10075 ,8465 ,11964 ,19411 ,4923 ,152857 ,174657 ,42432 ,46126 ,47893 ,48077 ,49314 ,38224 ,31714 ,14303 ,9431 
2022.3.11,282966 ,282859 ,107 ,229 ,56599 ,22918 ,10304 ,17457 ,8848 ,7212 ,5261 ,1840 ,72420 ,7482 ,7912 ,10798 ,8852 ,8985 ,10315 ,21428 ,4289 ,132860 ,150106 ,35613 ,39961 ,43199 ,43565 ,45025 ,32744 ,25549 ,10625 ,6685 
2022.3.12,383634 ,383560 ,74 ,269 ,80434 ,31962 ,13414 ,23737 ,8953 ,8515 ,9098 ,2512 ,107933 ,9434 ,9875 ,13642 ,10834 ,10215 ,13566 ,24280 ,5191 ,180035 ,203599 ,45427 ,54057 ,61539 ,56024 ,57290 ,45638 ,36590 ,16676 ,10393 
2022.3.13,350150 ,350115 ,35 ,251 ,67809 ,33429 ,12695 ,20236 ,7193 ,8650 ,9167 ,2325 ,91460 ,9378 ,9995 ,10740 ,11441 ,9544 ,13771 ,26098 ,6203 ,165493 ,184657 ,43576 ,47941 ,52695 ,49047 ,51382 ,41620 ,36821 ,16930 ,10138 
2022.3.14,309764 ,309702 ,62 ,200 ,56800 ,27755 ,12406 ,18239 ,8339 ,8290 ,5335 ,2139 ,77413 ,9045 ,8324 ,12328 ,11173 ,10932 ,12618 ,23765 ,4827 ,145792 ,163972 ,37373 ,42563 ,44617 ,44402 ,47570 ,38004 ,32505 ,14415 ,8315 
2022.3.15,362249 ,362194 ,55 ,293 ,66053 ,26144 ,14347 ,20443 ,11172 ,8307 ,8302 ,2514 ,102958 ,9703 ,10921 ,16287 ,11259 ,11449 ,14534 ,23928 ,3900 ,173192 ,189057 ,50224 ,51359 ,53119 ,54147 ,56919 ,42307 ,32936 ,13839 ,7399 
2022.3.16,400524 ,400448 ,76 ,164 ,81381 ,39332 ,16751 ,28454 ,10425 ,8811 ,10362 ,2032 ,94767 ,9652 ,13743 ,13701 ,15390 ,9311 ,16781 ,21894 ,7677 ,190347 ,210177 ,52601 ,56639 ,57823 ,57471 ,59586 ,48502 ,40112 ,17960 ,9830 
2022.3.17,621129 ,621071 ,58 ,429 ,128342 ,42421 ,24465 ,32964 ,16946 ,12477 ,14766 ,5234 ,181945 ,15447 ,17740 ,22987 ,18589 ,18945 ,19163 ,44533 ,4142 ,288753 ,332376 ,77052 ,80312 ,89381 ,91743 ,93420 ,75500 ,64208 ,30509 ,19004 
2022.3.18,406824 ,406785 ,39 ,301 ,81983 ,25478 ,16012 ,25795 ,15446 ,11331 ,7802 ,3116 ,113631 ,11401 ,12168 ,14238 ,10886 ,11358 ,18028 ,23720 ,4409 ,189067 ,217757 ,49681 ,52782 ,57520 ,59721 ,61735 ,50285 ,42859 ,20504 ,11737 
2022.3.19,381363 ,381300 ,63 ,319 ,82109 ,25747 ,14839 ,20838 ,11566 ,10852 ,7849 ,3121 ,101505 ,10540 ,11966 ,15625 ,9921 ,10778 ,14942 ,22733 ,6386 ,177108 ,204255 ,48664 ,50584 ,51847 ,53054 ,55918 ,47323 ,42035 ,20119 ,11819 
2022.3.20,334588 ,334564 ,24 ,327 ,65850 ,19530 ,13609 ,19148 ,10030 ,11482 ,7321 ,1951 ,88442 ,9196 ,11254 ,12642 ,9682 ,10894 ,12985 ,24334 ,6223 ,155160 ,179428 ,44267 ,43386 ,41938 ,45605 ,49148 ,42387 ,38302 ,18926 ,10629 
2022.3.21,209114 ,209074 ,40 ,329 ,41062 ,8976 ,6125 ,12085 ,8460 ,8389 ,4238 ,2370 ,56895 ,6609 ,5371 ,8726 ,7897 ,6857 ,9774 ,11968 ,3290 ,99098 ,110016 ,31349 ,27664 ,25811 ,31109 ,32306 ,24545 ,21344 ,9472 ,5514 
2022.3.22,353877 ,353832 ,45 ,384 ,65007 ,24698 ,17355 ,17567 ,6985 ,9871 ,8219 ,3334 ,96234 ,10428 ,11823 ,15146 ,12582 ,12274 ,14428 ,24702 ,3191 ,166813 ,187064 ,55475 ,50875 ,42725 ,53106 ,55509 ,40785 ,32691 ,14970 ,7741 
2022.3.23,490753 ,490708 ,45 ,291 ,101106 ,26040 ,20864 ,24940 ,12185 ,14524 ,11028 ,3452 ,136874 ,14318 ,16649 ,18871 ,15906 ,15430 ,20781 ,32188 ,5570 ,226954 ,263799 ,67384 ,67090 ,60547 ,71689 ,74468 ,58786 ,49729 ,24730 ,16330 
2022.3.24,395517 ,395450 ,67 ,469 ,77741 ,18733 ,15695 ,24691 ,12465 ,11268 ,8355 ,3746 ,107456 ,11526 ,12582 ,16427 ,12914 ,13689 ,18100 ,25063 ,5028 ,181696 ,213821 ,49848 ,51716 ,51678 ,60613 ,63302 ,47194 ,40013 ,19333 ,11820 
2022.3.25,339450 ,339421 ,29 ,393 ,66929 ,16704 ,14006 ,21773 ,10262 ,8258 ,7430 ,3482 ,87680 ,10541 ,11551 ,13816 ,12824 ,12669 ,15060 ,21665 ,4787 ,156631 ,182819 ,40729 ,44110 ,44836 ,50889 ,53585 ,41588 ,35604 ,17481 ,10628 
2022.3.26,335510 ,335461 ,49 ,323 ,64012 ,16358 ,14213 ,16781 ,9908 ,11199 ,7447 ,3005 ,90754 ,10042 ,11612 ,13165 ,12201 ,12847 ,15172 ,22677 ,4081 ,155691 ,179819 ,41738 ,45008 ,42727 ,46875 ,50529 ,41746 ,36912 ,18297 ,11678 
2022.3.27,318052 ,318007 ,45 ,282 ,59136 ,14448 ,13218 ,21559 ,8932 ,8963 ,6860 ,2344 ,85359 ,9259 ,10805 ,13784 ,10847 ,12293 ,14672 ,20550 ,5007 ,146911 ,171141 ,39804 ,40523 ,38133 ,43590 ,48445 ,41226 ,37035 ,18362 ,10934 
2022.3.28,187166 ,187136 ,30 ,287 ,34184 ,6645 ,5232 ,11721 ,7480 ,5279 ,3759 ,2217 ,50554 ,6935 ,5833 ,7954 ,6942 ,8397 ,9399 ,11621 ,2999 ,89509 ,97657 ,27429 ,25054 ,22557 ,27717 ,29504 ,21831 ,19113 ,8911 ,5050 
2022.3.29,347465 ,347424 ,41 ,237 ,66064 ,19962 ,17814 ,18820 ,7917 ,11123 ,7573 ,2476 ,88672 ,10507 ,13070 ,13993 ,15092 ,13629 ,14908 ,22496 ,3329 ,164209 ,183256 ,49345 ,49988 ,43014 ,51909 ,55323 ,41479 ,31990 ,16091 ,8326 
2022.3.30,424555 ,424523 ,32 ,432 ,81802 ,16443 ,17838 ,23257 ,12300 ,11250 ,9094 ,4246 ,117005 ,13112 ,15577 ,18963 ,13250 ,17461 ,20158 ,27035 ,5744 ,196799 ,227756 ,52701 ,56478 ,52466 ,62290 ,65483 ,52362 ,44118 ,23089 ,15568 
2022.3.31,320680 ,320655 ,25 ,375 ,60119 ,13049 ,12710 ,18124 ,11361 ,10058 ,6307 ,3890 ,84634 ,10665 ,11319 ,14361 ,11294 ,13703 ,14688 ,19314 ,5074 ,146757 ,173923 ,37130 ,40515 ,42045 ,48730 ,51859 ,39683 ,33635 ,17017 ,10066 
2022.4.1,280233 ,280180 ,53 ,360 ,51710 ,11853 ,11381 ,14795 ,9286 ,8093 ,5813 ,2729 ,75610 ,9062 ,10163 ,13142 ,10640 ,11824 ,12974 ,17252 ,3873 ,128506 ,151727 ,31555 ,35645 ,37144 ,41234 ,44523 ,35209 ,30406 ,15452 ,9065 
2022.4.2,264143 ,264077 ,66 ,339 ,48668 ,10690 ,11275 ,14282 ,8033 ,7989 ,5594 ,2370 ,71514 ,9056 ,9325 ,11903 ,9462 ,11159 ,13069 ,15942 ,3771 ,121335 ,142808 ,29230 ,32642 ,34368 ,36580 ,40648 ,34623 ,30462 ,15647 ,9943 
2022.4.3,234249 ,234224 ,25 ,306 ,42098 ,9113 ,9695 ,13391 ,7001 ,6972 ,5049 ,1961 ,62125 ,7496 ,8774 ,11168 ,8510 ,10438 ,11752 ,15119 ,3579 ,107593 ,126656 ,27090 ,27980 ,28360 ,32197 ,36461 ,31300 ,28014 ,14370 ,8477 
2022.4.4,127162 ,127142 ,20 ,218 ,20891 ,4079 ,3451 ,5545 ,5800 ,4584 ,2481 ,1627 ,36927 ,5217 ,3951 ,5642 ,5087 ,5958 ,6270 ,7385 ,2261 ,60347 ,66815 ,17967 ,15796 ,15820 ,19379 ,20171 ,14912 ,13086 ,6371 ,3660 
2022.4.5,266092 ,266056 ,36 ,209 ,51488 ,12262 ,13538 ,15352 ,7471 ,7779 ,5458 ,2245 ,69353 ,8256 ,9422 ,12013 ,10253 ,10987 ,11310 ,16185 ,2710 ,123861 ,142231 ,34384 ,35461 ,34004 ,39803 ,42731 ,33395 ,26064 ,13153 ,7097 
2022.4.6,286256 ,286233 ,23 ,371 ,52425 ,10485 ,12102 ,14845 ,9152 ,9071 ,6286 ,2175 ,76893 ,10009 ,10263 ,13572 ,10480 ,12387 ,14771 ,17177 ,4158 ,131728 ,154528 ,31419 ,35989 ,38412 ,41543 ,43598 ,36705 ,30806 ,16432 ,11352 
2022.4.7,224783 ,224742 ,41 ,348 ,39878 ,8454 ,9752 ,11270 ,8134 ,7397 ,4647 ,2630 ,60248 ,7633 ,8222 ,10334 ,8275 ,9908 ,11312 ,13465 ,3214 ,103141 ,121642 ,22954 ,26774 ,31970 ,34221 ,35452 ,29180 ,23972 ,12667 ,7593 
2022.4.8,205307 ,205270 ,37 ,373 ,36208 ,7472 ,9222 ,10557 ,7318 ,6927 ,4243 ,1891 ,54806 ,7433 ,7356 ,9507 ,8257 ,8672 ,10384 ,12192 ,2854 ,94017 ,111290 ,21192 ,24768 ,28125 ,29737 ,32493 ,26848 ,22907 ,12103 ,7134 
2022.4.9,185532 ,185485 ,47 ,338 ,32316 ,7006 ,7680 ,9757 ,6486 ,7005 ,3756 ,1492 ,48191 ,6619 ,6743 ,8803 ,7184 ,8436 ,10442 ,10858 ,2739 ,85120 ,100412 ,19652 ,22081 ,24467 ,25210 ,27641 ,24502 ,22372 ,12001 ,7606 
2022.4.10,164451 ,164419 ,32 ,329 ,28896 ,5981 ,7066 ,8593 ,5335 ,5403 ,3832 ,1353 ,42343 ,5661 ,6319 ,7997 ,6728 ,7800 ,8400 ,10180 ,2553 ,75097 ,89354 ,17467 ,18725 ,20586 ,22344 ,25061 ,22735 ,20302 ,10852 ,6379 
2022.4.11,90908 ,90882 ,26 ,258 ,14246 ,2505 ,2992 ,4385 ,3979 ,3675 ,1782 ,1101 ,25766 ,3377 ,2803 ,4222 ,3760 ,4448 ,5068 ,5081 ,1711 ,43151 ,47757 ,12180 ,10720 ,11817 ,13710 ,14357 ,11130 ,9329 ,4748 ,2917 
2022.4.12,210722 ,210675 ,47 ,171 ,39512 ,9608 ,11366 ,11647 ,6658 ,6816 ,4192 ,1796 ,54183 ,6840 ,7811 ,10069 ,8137 ,9087 ,8881 ,12561 ,1544 ,98395 ,112327 ,23250 ,26401 ,28623 ,31825 ,33518 ,28131 ,21664 ,11376 ,5934 
2022.4.13,195385 ,195345 ,40 ,184 ,33071 ,6367 ,8356 ,9664 ,7407 ,6516 ,4050 ,1387 ,51786 ,7243 ,7404 ,9243 ,8005 ,8447 ,12062 ,11338 ,3022 ,90046 ,105339 ,19583 ,22957 ,27269 ,28694 ,29331 ,25642 ,21545 ,11748 ,8616 
2022.4.14,148421 ,148386 ,35 ,318 ,24970 ,5394 ,6635 ,7629 ,5661 ,5159 ,3043 ,1721 ,37988 ,5428 ,5536 ,6805 ,6532 ,6911 ,8042 ,8764 ,2185 ,67768 ,80653 ,14512 ,16813 ,21295 ,22369 ,22926 ,19638 ,16629 ,8848 ,5391 
2022.4.15,125821 ,125804 ,17 ,264 ,21443 ,4587 ,5520 ,6689 ,4725 ,4502 ,2712 ,1195 ,32577 ,4561 ,4637 ,5979 ,5343 ,5720 ,6712 ,7112 ,1803 ,57346 ,68475 ,12134 ,13893 ,17582 ,18239 ,19370 ,17208 ,14870 ,7885 ,4640 
2022.4.16,107891 ,107860 ,31 ,273 ,18113 ,3907 ,4703 ,5604 ,4094 ,3836 ,2147 ,946 ,27478 ,3961 ,4149 ,5272 ,4571 ,4971 ,6158 ,6354 ,1619 ,48860 ,59031 ,10489 ,11187 ,14365 ,14762 ,16118 ,15095 ,13636 ,7543 ,4696 
2022.4.17,92970 ,92948 ,22 ,203 ,14801 ,3373 ,4208 ,4874 ,3561 ,3557 ,2018 ,755 ,23111 ,3113 ,3560 ,5441 ,4156 ,4396 ,5052 ,5516 ,1468 ,41708 ,51262 ,9728 ,9166 ,11190 ,12760 ,13960 ,13039 ,12155 ,6681 ,4291 
2022.4.18,47724 ,47710 ,14 ,132 ,7342 ,1348 ,1626 ,2485 ,1950 ,1735 ,931 ,474 ,13919 ,1850 ,1450 ,2404 ,2066 ,2132 ,2789 ,2364 ,853 ,22312 ,25412 ,6737 ,5292 ,6120 ,7558 ,7535 ,5734 ,4781 ,2401 ,1566 
2022.4.19,118471 ,118443 ,28 ,130 ,21814 ,5382 ,6500 ,6668 ,3019 ,3474 ,2387 ,1089 ,29658 ,4429 ,4372 ,5470 ,4970 ,5081 ,5833 ,7106 ,1213 ,55024 ,63447 ,13040 ,13607 ,15415 ,17508 ,18776 ,16207 ,12935 ,7263 ,3720 
2022.4.20,111290 ,111274 ,16 ,166 ,18318 ,3747 ,5014 ,5434 ,4071 ,3891 ,2501 ,1069 ,28547 ,4497 ,4272 ,5243 ,4831 ,4931 ,7189 ,6335 ,1398 ,51300 ,59990 ,11051 ,11787 ,15356 ,16214 ,16620 ,14973 ,13108 ,7438 ,4743 
2022.4.21,90846 ,90811 ,35 ,147 ,15187 ,3538 ,4202 ,4667 ,3176 ,3005 ,1946 ,795 ,22614 ,3418 ,3508 ,4376 ,3899 ,3974 ,5661 ,5572 ,1285 ,41249 ,49597 ,8615 ,9294 ,13048 ,13699 ,13931 ,12317 ,10646 ,5875 ,3421 
2022.4.22,81041 ,81022 ,19 ,206 ,13188 ,3129 ,4030 ,4097 ,2806 ,2859 ,1852 ,570 ,20427 ,3169 ,3056 ,3844 ,3348 ,3827 ,5021 ,4625 ,1189 ,36595 ,44446 ,7665 ,8109 ,11295 ,11832 ,12270 ,11325 ,9923 ,5499 ,3123 
2022.4.23,75420 ,75385 ,35 ,151 ,12343 ,3119 ,3966 ,3669 ,2826 ,2663 ,1740 ,626 ,18436 ,2797 ,2730 ,3873 ,3297 ,3558 ,4433 ,4310 ,1022 ,34421 ,40999 ,7295 ,7332 ,10106 ,10416 ,10884 ,10553 ,9920 ,5407 ,3507 
2022.4.24,64692 ,64655 ,37 ,109 ,10373 ,2673 ,3398 ,3312 ,2371 ,2297 ,1689 ,385 ,15242 ,2265 ,2623 ,3006 ,2975 ,3171 ,4047 ,3866 ,993 ,29321 ,35371 ,6201 ,6020 ,8354 ,9064 ,9699 ,9330 ,8576 ,4711 ,2737 
2022.4.25,34361 ,34322 ,39 ,110 ,4760 ,1070 ,1421 ,1656 ,1677 ,1424 ,689 ,416 ,9056 ,1280 ,1201 ,1534 ,1427 ,1788 ,2245 ,1973 ,734 ,16192 ,18169 ,4405 ,3611 ,4641 ,5542 ,5335 ,4215 ,3585 ,1843 ,1184 
2022.4.26,80338 ,80313 ,25 ,82 ,13555 ,4002 ,4900 ,4280 ,2196 ,2478 ,1752 ,666 ,19360 ,3013 ,2768 ,3737 ,3515 ,3836 ,4346 ,5180 ,746 ,36914 ,43424 ,8256 ,8317 ,11041 ,12224 ,12702 ,11122 ,8961 ,5002 ,2713 
2022.4.27,76761 ,76722 ,39 ,141 ,11515 ,3022 ,3598 ,3621 ,3053 ,2717 ,1772 ,589 ,18418 ,2955 ,2925 ,3691 ,3934 ,3635 ,5416 ,4653 ,1237 ,35123 ,41638 ,7064 ,7161 ,10965 ,11327 ,11362 ,10625 ,9404 ,5268 ,3585 
2022.4.28,57452 ,57427 ,25 ,122 ,9106 ,2444 ,2837 ,2843 ,2071 ,1998 ,1389 ,425 ,13655 ,2196 ,2025 ,2672 ,2652 ,2571 ,3979 ,3728 ,846 ,26159 ,31293 ,5181 ,5416 ,8776 ,8728 ,8824 ,7787 ,6817 ,3707 ,2216 
2022.4.29,50554 ,50523 ,31 ,136 ,7725 ,2253 ,2507 ,2254 ,1900 ,1733 ,1141 ,343 ,12039 ,1840 ,1974 ,2323 ,2411 ,2565 ,3552 ,3239 ,751 ,23226 ,27328 ,4522 ,4749 ,7675 ,7358 ,7493 ,7158 ,6194 ,3438 ,1967 
2022.4.30,43273 ,43255 ,18 ,70 ,6453 ,2030 ,2316 ,1958 ,1655 ,1458 ,995 ,382 ,10339 ,1644 ,1471 ,1943 ,1998 ,2263 ,2864 ,2717 ,783 ,19741 ,23532 ,3737 ,4122 ,6243 ,5955 ,6147 ,6201 ,5712 ,3238 ,1918 
2022.5.1,37757 ,37720 ,37 ,81 ,5460 ,1634 ,2035 ,1757 ,1300 ,1337 ,1050 ,359 ,8572 ,1401 ,1589 ,1821 ,1742 ,1961 ,2671 ,2486 ,577 ,17287 ,20470 ,3525 ,3753 ,5240 ,5150 ,5501 ,5264 ,5025 ,2804 ,1495 
2022.5.2,20072 ,20045 ,27 ,83 ,2649 ,693 ,864 ,911 ,886 ,675 ,411 ,254 ,5338 ,752 ,704 ,878 ,925 ,995 ,1514 ,1184 ,433 ,9601 ,10471 ,2506 ,2261 ,2835 ,3084 ,3186 ,2450 ,2009 ,1066 ,675 
2022.5.3,51115 ,51071 ,44 ,49 ,8708 ,2869 ,3245 ,2605 ,1437 ,1665 ,1195 ,370 ,11735 ,1781 ,1763 ,2410 ,1941 ,2550 ,2821 ,3619 ,390 ,23856 ,27259 ,4652 ,6080 ,7475 ,7538 ,7755 ,7066 ,5718 ,3158 ,1673 
2022.5.4,49050 ,49016 ,34 ,72 ,7435 ,2169 ,2484 ,2165 ,1843 ,1714 ,1119 ,411 ,11666 ,1860 ,1879 ,2261 ,2074 ,2348 ,3793 ,3094 ,729 ,22247 ,26803 ,4115 ,5394 ,7577 ,7066 ,7084 ,6636 ,5769 ,3278 ,2131 
2022.5.5,42286 ,42258 ,28 ,79 ,6644 ,2047 ,2165 ,2017 ,1450 ,1462 ,1043 ,356 ,10240 ,1626 ,1506 ,1920 ,1753 ,1925 ,2938 ,2607 ,577 ,18728 ,23558 ,3651 ,4664 ,6767 ,6002 ,6283 ,5610 ,4833 ,2783 ,1693 
2022.5.6,26699 ,26671 ,28 ,48 ,3593 ,865 ,1312 ,1164 ,1221 ,1073 ,699 ,221 ,6165 ,959 ,1125 ,1191 ,1191 ,1298 ,2397 ,1653 ,570 ,12159 ,14540 ,2529 ,3119 ,4320 ,3818 ,3803 ,3527 ,3108 ,1516 ,959 
2022.5.7,39590 ,39563 ,27 ,83 ,6641 ,2275 ,2314 ,2021 ,988 ,1309 ,879 ,297 ,9441 ,1486 ,1357 ,1771 ,1583 ,1913 ,2453 ,2517 ,339 ,17629 ,21961 ,3256 ,4426 ,6241 ,5376 ,5851 ,5577 ,4700 ,2722 ,1441 
2022.5.8,40046 ,40030 ,16 ,71 ,5975 ,1802 ,2418 ,1707 ,1597 ,1448 ,1118 ,307 ,8553 ,1429 ,1595 ,1747 ,2006 ,1899 ,2963 ,2782 ,696 ,18198 ,21848 ,3237 ,4632 ,5976 ,5365 ,5828 ,5525 ,4966 ,2797 ,1720 
2022.5.9,20585 ,20569 ,16 ,40 ,2714 ,716 ,972 ,922 ,912 ,778 ,474 ,152 ,5480 ,808 ,700 ,901 ,785 ,904 ,1555 ,1375 ,429 ,9697 ,10888 ,2313 ,2794 ,3229 ,3159 ,3175 ,2448 ,1798 ,1031 ,638 
2022.5.10,49919 ,49896 ,23 ,62 ,8138 ,2771 ,3244 ,2554 ,1522 ,1547 ,1320 ,466 ,11331 ,1827 ,1793 ,2268 ,2275 ,2303 ,2835 ,3318 ,405 ,22908 ,27011 ,4315 ,7058 ,8285 ,7276 ,7786 ,6466 ,4678 ,2602 ,1453 
2022.5.11,43908 ,43871 ,37 ,29 ,6201 ,1996 ,2223 ,2175 ,1678 ,1428 ,1258 ,370 ,10501 ,1638 ,1677 ,2084 ,1961 ,1875 ,3335 ,2794 ,710 ,19897 ,24011 ,3583 ,5807 ,7777 ,5990 ,6374 ,5615 ,4450 ,2553 ,1759 
2022.5.12,35894 ,35880 ,14 ,63 ,5694 ,1741 ,1887 ,1684 ,1291 ,1282 ,964 ,330 ,8388 ,1322 ,1399 ,1604 ,1465 ,1486 ,2629 ,2259 ,465 ,16326 ,19568 ,2905 ,4778 ,6593 ,5199 ,5110 ,4541 ,3596 ,1952 ,1220 
2022.5.13,32437 ,32423 ,14 ,52 ,5173 ,1601 ,1796 ,1512 ,1099 ,1058 ,816 ,279 ,7761 ,1194 ,1121 ,1396 ,1401 ,1393 ,2284 ,2081 ,469 ,14743 ,17694 ,2612 ,4119 ,5722 ,4404 ,4588 ,4451 ,3554 ,1865 ,1122 
2022.5.14,29576 ,29550 ,26 ,55 ,4764 ,1539 ,1516 ,1413 ,986 ,890 ,781 ,272 ,6980 ,1155 ,1085 ,1282 ,1205 ,1234 ,2107 ,1959 ,405 ,13484 ,16092 ,2446 ,3664 ,5008 ,3962 ,4144 ,3950 ,3316 ,1893 ,1193 
2022.5.15,25423 ,25397 ,26 ,48 ,4024 ,1027 ,1303 ,1158 ,696 ,923 ,767 ,228 ,5797 ,963 ,1052 ,1247 ,1129 ,1125 ,1879 ,1734 ,366 ,11429 ,13994 ,2161 ,3011 ,3980 ,3336 ,3619 ,3665 ,3039 ,1637 ,975 
2022.5.16,13289 ,13262 ,27 ,35 ,1683 ,472 ,564 ,607 ,642 ,462 ,320 ,160 ,3575 ,587 ,452 ,638 ,585 ,505 ,1006 ,779 ,243 ,6416 ,6873 ,1405 ,1695 ,2271 ,1957 ,2043 ,1644 ,1211 ,660 ,403 
2022.5.17,35104 ,35078 ,26 ,27 ,5884 ,1914 ,2095 ,1723 ,881 ,1077 ,834 ,294 ,9088 ,1375 ,1188 ,1542 ,1371 ,1253 ,1990 ,2281 ,308 ,16435 ,18669 ,2929 ,4840 ,6272 ,5119 ,5411 ,4647 ,3271 ,1686 ,929 
2022.5.18,31338 ,31303 ,35 ,31 ,5042 ,1477 ,1528 ,1395 ,901 ,1026 ,856 ,297 ,7776 ,1358 ,1106 ,1465 ,1250 ,1209 ,2279 ,1929 ,440 ,14518 ,16820 ,2534 ,4071 ,5688 ,4516 ,4441 ,3986 ,3256 ,1691 ,1155 
2022.5.19,28122 ,28108 ,14 ,40 ,4557 ,1261 ,1462 ,1336 ,817 ,950 ,753 ,269 ,6861 ,1097 ,1021 ,1470 ,1183 ,1041 ,1921 ,1756 ,365 ,12941 ,15181 ,2336 ,3740 ,5315 ,4034 ,4166 ,3619 ,2685 ,1350 ,877 
2022.5.20,25119 ,25097 ,22 ,43 ,4110 ,1084 ,1297 ,1148 ,821 ,845 ,660 ,229 ,6003 ,1268 ,909 ,1184 ,954 ,1019 ,1678 ,1509 ,392 ,11714 ,13405 ,1995 ,3217 ,4881 ,3565 ,3554 ,3435 ,2443 ,1256 ,773 
2022.5.21,23455 ,23443 ,12 ,26 ,3586 ,1094 ,1316 ,1064 ,751 ,743 ,626 ,209 ,5690 ,1103 ,795 ,988 ,1021 ,907 ,1663 ,1515 ,380 ,10994 ,12461 ,1904 ,2811 ,4374 ,3116 ,3339 ,3225 ,2598 ,1343 ,745 
2022.5.22,19287 ,19262 ,25 ,54 ,2902 ,868 ,1193 ,799 ,618 ,695 ,651 ,183 ,4265 ,828 ,670 ,852 ,859 ,839 ,1510 ,1272 ,280 ,9065 ,10222 ,1611 ,2360 ,3266 ,2634 ,2825 ,2731 ,2142 ,1091 ,627 
2022.5.23,9971 ,9953 ,18 ,22 ,1213 ,358 ,480 ,392 ,342 ,386 ,210 ,109 ,2666 ,515 ,330 ,422 ,479 ,409 ,847 ,553 ,258 ,4913 ,5058 ,1075 ,1409 ,1818 ,1441 ,1530 ,1157 ,861 ,408 ,272 
2022.5.24,26338 ,26295 ,43 ,19 ,4271 ,1527 ,2054 ,1055 ,594 ,908 ,753 ,275 ,6028 ,1065 ,905 ,1151 ,1061 ,922 ,1668 ,1829 ,271 ,12291 ,14047 ,2197 ,3836 ,4806 ,3936 ,4016 ,3497 ,2330 ,1137 ,583 
2022.5.25,23945 ,23924 ,21 ,23 ,3581 ,1037 ,1438 ,997 ,814 ,844 ,702 ,254 ,5260 ,1150 ,826 ,1035 ,1020 ,946 ,1982 ,1476 ,581 ,11423 ,12522 ,1830 ,3328 ,4831 ,3392 ,3347 ,3037 ,2254 ,1213 ,713 
2022.5.26,18805 ,18772 ,33 ,34 ,2786 ,892 ,1299 ,756 ,594 ,628 ,572 ,162 ,4347 ,819 ,701 ,797 ,694 ,674 ,1508 ,1269 ,304 ,8898 ,9907 ,1531 ,2582 ,3911 ,2814 ,2608 ,2392 ,1658 ,834 ,475 
2022.5.27,16574 ,16528 ,46 ,40 ,3030 ,810 ,1014 ,591 ,465 ,552 ,506 ,152 ,3566 ,660 ,511 ,776 ,568 ,594 ,1390 ,1101 ,281 ,7909 ,8665 ,1388 ,2143 ,3315 ,2399 ,2368 ,2199 ,1573 ,750 ,439 
