date,total,domestic confirmation,overseas confirmation,death,seoul,busan,daegu,Incheon,gwangju,Daejeon,Ulsan,Sejong,gyeonggi0do,Gangwon0do,Chungbuk,chungnam,jeonbug,jeonnam,gyeongbug,gyeongnam,jeju,men,women,age0to9,age10to19,age20to29,age30to39,age40to49,age50to59,age60to69,age70to79,age80over
2021.12.1,5120 ,5072 ,48 ,34 ,2220 ,143 ,86 ,326 ,29 ,88 ,17 ,20 ,1582 ,105 ,48 ,96 ,50 ,40 ,97 ,126 ,27 ,2579 ,2541 ,415 ,522 ,467 ,604 ,583 ,722 ,980 ,524 ,303 
2021.12.2,5262 ,5238 ,24 ,47 ,2266 ,158 ,70 ,355 ,39 ,166 ,18 ,8 ,1495 ,144 ,49 ,149 ,71 ,39 ,106 ,94 ,31 ,2689 ,2573 ,425 ,553 ,520 ,625 ,600 ,676 ,1035 ,536 ,292 
2021.12.3,4943 ,4922 ,21 ,34 ,2099 ,141 ,99 ,307 ,45 ,97 ,20 ,7 ,1464 ,98 ,97 ,156 ,66 ,35 ,82 ,99 ,20 ,2458 ,2485 ,452 ,547 ,449 ,561 ,587 ,651 ,957 ,501 ,238 
2021.12.4,5352 ,5327 ,25 ,70 ,2273 ,201 ,90 ,284 ,39 ,126 ,7 ,8 ,1675 ,114 ,56 ,133 ,65 ,52 ,90 ,114 ,21 ,2672 ,2680 ,502 ,588 ,453 ,645 ,623 ,673 ,1061 ,535 ,272 
2021.12.5,5124 ,5101 ,23 ,43 ,2030 ,207 ,117 ,337 ,40 ,141 ,16 ,16 ,1485 ,116 ,82 ,174 ,56 ,47 ,99 ,138 ,17 ,2537 ,2587 ,483 ,556 ,444 ,582 ,580 ,655 ,1055 ,515 ,254 
2021.12.6,4324 ,4295 ,29 ,41 ,1408 ,193 ,146 ,302 ,43 ,105 ,15 ,13 ,1314 ,112 ,59 ,157 ,73 ,37 ,181 ,121 ,39 ,2124 ,2200 ,485 ,482 ,359 ,446 ,483 ,524 ,883 ,408 ,254 
2021.12.7,4952 ,4922 ,30 ,64 ,2118 ,160 ,129 ,251 ,47 ,121 ,14 ,11 ,1321 ,109 ,80 ,135 ,74 ,58 ,129 ,129 ,61 ,2599 ,2353 ,548 ,549 ,430 ,597 ,632 ,647 ,940 ,418 ,191 
2021.12.8,7173 ,7139 ,34 ,63 ,2900 ,253 ,127 ,433 ,57 ,185 ,26 ,16 ,2268 ,143 ,61 ,202 ,103 ,54 ,131 ,156 ,51 ,3617 ,3556 ,664 ,728 ,600 ,858 ,940 ,935 ,1505 ,665 ,278 
2021.12.9,7101 ,7081 ,20 ,57 ,2789 ,252 ,132 ,497 ,36 ,167 ,49 ,16 ,2141 ,139 ,92 ,208 ,125 ,69 ,143 ,193 ,48 ,3552 ,3549 ,683 ,728 ,682 ,884 ,899 ,905 ,1404 ,635 ,281 
2021.12.10,7020 ,6981 ,39 ,53 ,2798 ,303 ,163 ,465 ,35 ,157 ,43 ,10 ,2030 ,152 ,94 ,160 ,97 ,69 ,183 ,206 ,47 ,3369 ,3651 ,725 ,758 ,632 ,811 ,888 ,916 ,1403 ,615 ,272 
2021.12.11,6972 ,6946 ,26 ,80 ,2833 ,319 ,143 ,464 ,25 ,118 ,34 ,7 ,2058 ,170 ,80 ,163 ,104 ,75 ,138 ,193 ,46 ,3439 ,3533 ,730 ,708 ,604 ,850 ,861 ,929 ,1426 ,585 ,279 
2021.12.12,6683 ,6655 ,28 ,42 ,2527 ,328 ,137 ,458 ,71 ,115 ,50 ,15 ,2015 ,123 ,90 ,202 ,88 ,80 ,147 ,198 ,32 ,3288 ,3395 ,628 ,661 ,591 ,802 ,846 ,903 ,1375 ,596 ,281 
2021.12.13,5816 ,5781 ,35 ,40 ,2550 ,241 ,144 ,389 ,37 ,78 ,39 ,12 ,1367 ,111 ,76 ,184 ,81 ,83 ,163 ,218 ,36 ,2982 ,2834 ,614 ,546 ,513 ,674 ,782 ,794 ,1187 ,498 ,208 
2021.12.14,5565 ,5523 ,42 ,94 ,2060 ,206 ,130 ,348 ,71 ,151 ,85 ,20 ,1497 ,132 ,86 ,203 ,117 ,58 ,166 ,181 ,39 ,2841 ,2724 ,647 ,585 ,532 ,637 ,747 ,756 ,1035 ,425 ,201 
2021.12.15,7848 ,7825 ,23 ,70 ,3165 ,343 ,178 ,476 ,59 ,164 ,59 ,26 ,2298 ,160 ,105 ,210 ,120 ,60 ,193 ,195 ,33 ,4018 ,3830 ,852 ,744 ,762 ,984 ,1030 ,1091 ,1495 ,611 ,279 
2021.12.16,7618 ,7587 ,31 ,62 ,3053 ,346 ,158 ,511 ,44 ,129 ,76 ,28 ,2152 ,148 ,149 ,177 ,150 ,58 ,208 ,199 ,29 ,3815 ,3803 ,785 ,738 ,770 ,989 ,1045 ,1054 ,1505 ,527 ,205 
2021.12.17,7434 ,7398 ,36 ,73 ,2846 ,388 ,159 ,572 ,42 ,162 ,57 ,25 ,2153 ,134 ,128 ,203 ,122 ,60 ,169 ,171 ,35 ,3674 ,3760 ,889 ,703 ,764 ,947 ,1003 ,1003 ,1350 ,578 ,197 
2021.12.18,7310 ,7281 ,29 ,53 ,2793 ,362 ,215 ,600 ,57 ,120 ,46 ,43 ,2040 ,126 ,127 ,240 ,110 ,44 ,138 ,211 ,30 ,3663 ,3647 ,893 ,721 ,772 ,900 ,992 ,924 ,1400 ,525 ,183 
2021.12.19,6232 ,6169 ,63 ,78 ,2317 ,363 ,152 ,493 ,29 ,149 ,39 ,23 ,1753 ,100 ,92 ,207 ,92 ,43 ,137 ,215 ,22 ,3184 ,3048 ,785 ,631 ,647 ,782 ,855 ,840 ,1102 ,421 ,169 
2021.12.20,5315 ,5255 ,60 ,54 ,1905 ,365 ,111 ,375 ,52 ,112 ,36 ,16 ,1488 ,130 ,68 ,185 ,100 ,56 ,117 ,156 ,30 ,2685 ,2630 ,732 ,546 ,525 ,694 ,711 ,700 ,929 ,330 ,148 
2021.12.21,5194 ,5136 ,58 ,52 ,1994 ,234 ,138 ,383 ,76 ,126 ,35 ,20 ,1313 ,117 ,89 ,161 ,140 ,41 ,107 ,184 ,26 ,2612 ,2582 ,699 ,567 ,495 ,685 ,756 ,716 ,873 ,290 ,113 
2021.12.22,7454 ,7363 ,91 ,78 ,2805 ,431 ,133 ,479 ,106 ,156 ,39 ,47 ,2225 ,130 ,123 ,165 ,135 ,47 ,139 ,252 ,37 ,3741 ,3713 ,878 ,804 ,788 ,1044 ,1033 ,1006 ,1265 ,438 ,198 
2021.12.23,6914 ,6853 ,61 ,109 ,2718 ,432 ,168 ,422 ,66 ,133 ,44 ,19 ,1949 ,120 ,85 ,183 ,149 ,69 ,134 ,200 ,17 ,3492 ,3422 ,828 ,752 ,709 ,941 ,993 ,924 ,1161 ,403 ,203 
2021.12.24,6232 ,6162 ,70 ,56 ,2345 ,421 ,151 ,438 ,54 ,81 ,43 ,36 ,1668 ,130 ,91 ,180 ,118 ,69 ,144 ,230 ,25 ,3110 ,3122 ,761 ,721 ,679 ,856 ,898 ,800 ,1011 ,349 ,157 
2021.12.25,5838 ,5764 ,74 ,105 ,2120 ,341 ,103 ,400 ,78 ,104 ,63 ,21 ,1680 ,147 ,83 ,161 ,115 ,53 ,128 ,213 ,15 ,2924 ,2914 ,760 ,660 ,674 ,765 ,812 ,826 ,882 ,322 ,137 
2021.12.26,5415 ,5335 ,80 ,69 ,1915 ,371 ,120 ,326 ,67 ,84 ,53 ,12 ,1653 ,107 ,80 ,117 ,98 ,48 ,130 ,201 ,28 ,2758 ,2657 ,717 ,623 ,561 ,732 ,772 ,732 ,847 ,278 ,153 
2021.12.27,4204 ,4121 ,83 ,55 ,1495 ,270 ,130 ,234 ,60 ,40 ,42 ,10 ,1172 ,120 ,63 ,148 ,89 ,30 ,71 ,200 ,16 ,2165 ,2039 ,640 ,485 ,452 ,597 ,619 ,546 ,586 ,193 ,86 
2021.12.28,3864 ,3776 ,88 ,46 ,1289 ,237 ,149 ,241 ,70 ,80 ,39 ,18 ,1063 ,79 ,65 ,128 ,90 ,38 ,86 ,176 ,6 ,1908 ,1956 ,589 ,461 ,423 ,553 ,591 ,480 ,526 ,159 ,82 
2021.12.29,5405 ,5279 ,126 ,36 ,1913 ,296 ,139 ,314 ,80 ,79 ,49 ,21 ,1631 ,87 ,101 ,119 ,109 ,39 ,104 ,265 ,33 ,2654 ,2751 ,615 ,645 ,647 ,807 ,802 ,718 ,755 ,263 ,153 
2021.12.30,5034 ,4929 ,105 ,73 ,1721 ,256 ,117 ,318 ,102 ,90 ,40 ,21 ,1465 ,91 ,80 ,123 ,230 ,48 ,82 ,196 ,21 ,2503 ,2531 ,681 ,560 ,662 ,710 ,738 ,684 ,654 ,234 ,111 
2021.12.31,4872 ,4755 ,117 ,108 ,1667 ,260 ,132 ,304 ,85 ,71 ,40 ,17 ,1476 ,72 ,74 ,137 ,99 ,60 ,105 ,231 ,16 ,2475 ,2397 ,687 ,613 ,584 ,698 ,725 ,625 ,623 ,209 ,108 
2022.1.1,4414 ,4309 ,105 ,62 ,1463 ,212 ,125 ,241 ,92 ,65 ,50 ,16 ,1391 ,59 ,104 ,138 ,85 ,48 ,116 ,162 ,23 ,2161 ,2253 ,678 ,472 ,505 ,648 ,664 ,593 ,563 ,186 ,105 
2022.1.2,3830 ,3680 ,150 ,69 ,1180 ,216 ,86 ,233 ,93 ,59 ,58 ,12 ,1277 ,59 ,50 ,101 ,79 ,42 ,94 ,141 ,19 ,1899 ,1931 ,520 ,465 ,480 ,581 ,595 ,497 ,458 ,156 ,78 
2022.1.3,3124 ,2989 ,135 ,36 ,989 ,173 ,98 ,187 ,75 ,49 ,38 ,10 ,917 ,54 ,47 ,115 ,86 ,35 ,49 ,132 ,28 ,1591 ,1533 ,488 ,388 ,388 ,475 ,492 ,362 ,347 ,123 ,61 
2022.1.4,3020 ,2887 ,133 ,51 ,937 ,145 ,84 ,171 ,61 ,34 ,34 ,11 ,947 ,63 ,61 ,114 ,92 ,46 ,62 ,116 ,18 ,1561 ,1459 ,415 ,356 ,422 ,474 ,458 ,393 ,339 ,98 ,65 
2022.1.5,4441 ,4231 ,210 ,57 ,1410 ,255 ,112 ,271 ,75 ,51 ,48 ,17 ,1467 ,69 ,68 ,139 ,97 ,60 ,97 ,114 ,43 ,2240 ,2201 ,522 ,554 ,578 ,754 ,756 ,560 ,439 ,169 ,109 
2022.1.6,4120 ,3928 ,192 ,49 ,1207 ,227 ,110 ,282 ,91 ,41 ,30 ,18 ,1526 ,57 ,45 ,79 ,70 ,59 ,89 ,103 ,19 ,2087 ,2033 ,555 ,505 ,612 ,630 ,686 ,506 ,407 ,130 ,89 
2022.1.7,3711 ,3526 ,185 ,45 ,1035 ,207 ,99 ,181 ,87 ,29 ,38 ,14 ,1261 ,90 ,90 ,113 ,84 ,124 ,109 ,102 ,10 ,1884 ,1827 ,443 ,454 ,571 ,610 ,604 ,481 ,352 ,111 ,85 
2022.1.8,3503 ,3293 ,210 ,54 ,989 ,181 ,108 ,203 ,89 ,47 ,27 ,12 ,1207 ,81 ,53 ,96 ,67 ,96 ,85 ,101 ,9 ,1783 ,1720 ,408 ,408 ,569 ,554 ,524 ,493 ,366 ,132 ,49 
2022.1.9,3369 ,3136 ,233 ,51 ,961 ,158 ,108 ,185 ,92 ,40 ,34 ,13 ,1114 ,77 ,34 ,111 ,76 ,112 ,93 ,97 ,11 ,1711 ,1658 ,423 ,455 ,528 ,526 ,522 ,416 ,323 ,110 ,66 
2022.1.10,3004 ,2766 ,238 ,34 ,780 ,165 ,93 ,125 ,133 ,33 ,23 ,13 ,1014 ,60 ,30 ,101 ,96 ,86 ,88 ,80 ,13 ,1571 ,1433 ,396 ,404 ,478 ,457 ,474 ,370 ,262 ,93 ,70 
2022.1.11,3094 ,2810 ,284 ,43 ,755 ,115 ,71 ,154 ,176 ,43 ,22 ,16 ,1113 ,88 ,53 ,105 ,58 ,88 ,60 ,92 ,15 ,1573 ,1521 ,425 ,460 ,502 ,483 ,513 ,330 ,256 ,83 ,42 
2022.1.12,4382 ,4005 ,377 ,52 ,1091 ,164 ,93 ,262 ,158 ,90 ,27 ,14 ,1628 ,117 ,68 ,114 ,58 ,164 ,77 ,119 ,5 ,2412 ,1970 ,452 ,553 ,851 ,764 ,760 ,496 ,294 ,126 ,86 
2022.1.13,4160 ,3775 ,385 ,44 ,974 ,162 ,124 ,240 ,188 ,68 ,27 ,7 ,1534 ,89 ,61 ,131 ,106 ,136 ,99 ,115 ,7 ,2188 ,1972 ,476 ,562 ,759 ,707 ,699 ,477 ,291 ,101 ,88 
2022.1.14,4537 ,4131 ,406 ,49 ,937 ,127 ,90 ,266 ,223 ,66 ,40 ,8 ,1856 ,144 ,71 ,106 ,102 ,133 ,93 ,126 ,6 ,2460 ,2077 ,454 ,666 ,1070 ,768 ,699 ,394 ,291 ,102 ,93 
2022.1.15,4418 ,4073 ,345 ,22 ,910 ,143 ,126 ,248 ,207 ,53 ,17 ,15 ,1822 ,79 ,82 ,121 ,123 ,154 ,95 ,116 ,13 ,2360 ,2058 ,510 ,633 ,951 ,742 ,629 ,455 ,289 ,113 ,96 
2022.1.16,4186 ,3811 ,375 ,29 ,920 ,145 ,157 ,259 ,183 ,53 ,19 ,20 ,1586 ,74 ,39 ,114 ,123 ,169 ,108 ,123 ,8 ,2147 ,2039 ,557 ,606 ,819 ,637 ,635 ,467 ,260 ,108 ,97 
2022.1.17,3853 ,3549 ,304 ,23 ,785 ,117 ,176 ,199 ,242 ,82 ,19 ,7 ,1427 ,79 ,42 ,104 ,124 ,166 ,95 ,119 ,12 ,1934 ,1919 ,582 ,582 ,644 ,574 ,600 ,438 ,224 ,85 ,124 
2022.1.18,4067 ,3761 ,306 ,45 ,759 ,114 ,171 ,196 ,184 ,107 ,35 ,23 ,1530 ,94 ,59 ,145 ,151 ,139 ,138 ,142 ,3 ,2089 ,1978 ,574 ,656 ,749 ,625 ,612 ,454 ,244 ,95 ,58 
2022.1.19,5804 ,5430 ,374 ,74 ,1230 ,190 ,213 ,424 ,226 ,118 ,44 ,26 ,2176 ,148 ,81 ,183 ,143 ,154 ,170 ,201 ,13 ,2958 ,2846 ,753 ,938 ,1113 ,925 ,985 ,585 ,307 ,106 ,92 
2022.1.20,6599 ,6355 ,244 ,28 ,1362 ,203 ,364 ,418 ,354 ,97 ,72 ,9 ,2418 ,111 ,175 ,217 ,138 ,160 ,226 ,223 ,10 ,3368 ,3231 ,735 ,1106 ,1433 ,991 ,1034 ,670 ,345 ,149 ,136 
2022.1.21,6763 ,6478 ,285 ,21 ,1550 ,216 ,388 ,452 ,242 ,111 ,82 ,17 ,2428 ,161 ,87 ,193 ,165 ,199 ,234 ,188 ,14 ,3504 ,3259 ,703 ,1170 ,1532 ,1095 ,1023 ,652 ,343 ,150 ,95 
2022.1.22,6999 ,6725 ,274 ,28 ,1589 ,236 ,444 ,570 ,252 ,119 ,51 ,12 ,2422 ,99 ,150 ,200 ,171 ,154 ,207 ,220 ,18 ,3485 ,3514 ,765 ,1247 ,1559 ,1082 ,1050 ,700 ,362 ,125 ,109 
2022.1.23,7624 ,7340 ,284 ,11 ,1693 ,292 ,458 ,610 ,316 ,159 ,91 ,24 ,2711 ,89 ,110 ,207 ,140 ,196 ,215 ,226 ,27 ,3849 ,3775 ,909 ,1365 ,1590 ,1130 ,1131 ,750 ,432 ,135 ,182 
2022.1.24,7510 ,7157 ,353 ,25 ,1679 ,298 ,479 ,582 ,286 ,158 ,69 ,33 ,2441 ,100 ,147 ,265 ,200 ,206 ,234 ,234 ,20 ,3782 ,3728 ,954 ,1326 ,1461 ,1109 ,1211 ,805 ,392 ,147 ,105 
2022.1.25,8568 ,8354 ,214 ,23 ,1722 ,343 ,489 ,670 ,315 ,226 ,101 ,69 ,2916 ,165 ,124 ,311 ,238 ,191 ,281 ,344 ,32 ,4247 ,4321 ,1167 ,1572 ,1708 ,1333 ,1357 ,821 ,383 ,135 ,92 
2022.1.26,13002 ,12734 ,268 ,32 ,3175 ,563 ,670 ,879 ,396 ,370 ,148 ,77 ,4220 ,163 ,246 ,417 ,299 ,286 ,445 ,541 ,53 ,6571 ,6431 ,1516 ,2422 ,2733 ,2044 ,2093 ,1199 ,607 ,211 ,177 
2022.1.27,14514 ,14297 ,217 ,34 ,3429 ,741 ,770 ,1026 ,343 ,413 ,148 ,76 ,4765 ,189 ,294 ,439 ,310 ,294 ,489 ,660 ,72 ,7184 ,7330 ,1653 ,2809 ,3283 ,2081 ,2227 ,1335 ,653 ,241 ,232 
2022.1.28,16089 ,15888 ,201 ,24 ,3990 ,821 ,864 ,1244 ,422 ,370 ,158 ,58 ,5173 ,212 ,299 ,536 ,381 ,327 ,538 ,603 ,44 ,7826 ,8263 ,1678 ,2938 ,3859 ,2326 ,2489 ,1511 ,787 ,280 ,221 
2022.1.29,17505 ,17316 ,189 ,34 ,4196 ,808 ,879 ,1613 ,422 ,429 ,199 ,43 ,5627 ,207 ,310 ,507 ,543 ,314 ,589 ,697 ,76 ,8632 ,8873 ,1916 ,3229 ,4021 ,2568 ,2658 ,1733 ,844 ,300 ,236 
2022.1.30,17520 ,17295 ,225 ,20 ,4182 ,851 ,908 ,1316 ,477 ,449 ,212 ,76 ,5710 ,221 ,351 ,675 ,436 ,319 ,597 ,629 ,69 ,8794 ,8726 ,1930 ,3233 ,3825 ,2613 ,2702 ,1737 ,929 ,335 ,216 
2022.1.31,17071 ,16841 ,230 ,23 ,4188 ,770 ,980 ,1225 ,482 ,446 ,202 ,78 ,5104 ,277 ,356 ,676 ,530 ,293 ,587 ,753 ,74 ,8443 ,8628 ,1998 ,3253 ,3516 ,2571 ,2662 ,1670 ,889 ,309 ,203 
2022.2.1,18332 ,18113 ,219 ,17 ,4128 ,980 ,965 ,1381 ,500 ,462 ,253 ,108 ,5535 ,254 ,408 ,730 ,585 ,411 ,619 ,858 ,86 ,9203 ,9129 ,2314 ,3472 ,3728 ,2592 ,2919 ,1848 ,945 ,304 ,210 
2022.2.2,20267 ,20105 ,162 ,15 ,4208 ,1267 ,1147 ,1400 ,618 ,481 ,300 ,140 ,6049 ,354 ,459 ,889 ,656 ,468 ,777 ,901 ,122 ,10037 ,10230 ,2416 ,3675 ,4052 ,2947 ,3315 ,2137 ,1069 ,394 ,262 
2022.2.3,22836 ,22702 ,134 ,25 ,5218 ,1279 ,1256 ,1535 ,694 ,559 ,270 ,138 ,6491 ,469 ,570 ,915 ,946 ,454 ,935 ,910 ,168 ,11047 ,11789 ,2701 ,3909 ,4684 ,3500 ,3828 ,2388 ,1173 ,392 ,261 
2022.2.4,27432 ,27276 ,156 ,24 ,6158 ,1724 ,1713 ,1781 ,829 ,762 ,471 ,251 ,7225 ,636 ,628 ,1072 ,1063 ,648 ,1144 ,1064 ,212 ,13397 ,14035 ,2887 ,4370 ,5918 ,4158 ,4610 ,2972 ,1558 ,579 ,380 
2022.2.5,36323 ,36141 ,182 ,22 ,8595 ,1930 ,1640 ,2500 ,1244 ,1032 ,503 ,296 ,10444 ,697 ,774 ,1158 ,1282 ,965 ,1485 ,1483 ,242 ,17331 ,18992 ,3749 ,5430 ,7762 ,5513 ,5790 ,3853 ,2539 ,1036 ,651 
2022.2.6,38683 ,38492 ,191 ,15 ,7821 ,2171 ,1970 ,2238 ,1186 ,1190 ,571 ,270 ,11949 ,786 ,953 ,1526 ,1012 ,1192 ,1749 ,1763 ,285 ,18443 ,20240 ,4007 ,5876 ,7871 ,5676 ,6161 ,4317 ,2814 ,1285 ,676 
2022.2.7,35268 ,35120 ,148 ,13 ,6886 ,1927 ,1971 ,2376 ,1209 ,969 ,593 ,262 ,9793 ,740 ,885 ,1472 ,1270 ,1133 ,1685 ,1672 ,369 ,17005 ,18263 ,3540 ,5235 ,7241 ,5196 ,5637 ,4103 ,2478 ,1128 ,710 
2022.2.8,36708 ,36608 ,100 ,36 ,5908 ,1921 ,1786 ,2982 ,1241 ,943 ,501 ,244 ,12136 ,738 ,799 ,1401 ,1226 ,1015 ,1545 ,1901 ,380 ,17849 ,18859 ,3765 ,5479 ,7633 ,5339 ,5884 ,4346 ,2544 ,1049 ,669 
2022.2.9,49539 ,49373 ,166 ,21 ,11680 ,3035 ,2414 ,3930 ,1503 ,1130 ,791 ,287 ,13635 ,945 ,1377 ,1767 ,1562 ,1128 ,1958 ,1943 ,412 ,24165 ,25374 ,4947 ,7506 ,10707 ,7276 ,7574 ,5600 ,3428 ,1458 ,1043 
2022.2.10,54115 ,54028 ,87 ,20 ,11874 ,2631 ,2329 ,3995 ,1427 ,1449 ,732 ,273 ,17750 ,964 ,1082 ,1716 ,1770 ,1495 ,1818 ,2339 ,448 ,26306 ,27809 ,5703 ,8546 ,11856 ,7902 ,8088 ,6014 ,3462 ,1548 ,996 
2022.2.11,53886 ,53775 ,111 ,49 ,11530 ,3011 ,2494 ,3745 ,1408 ,1423 ,795 ,332 ,17945 ,1087 ,1155 ,1586 ,1506 ,1241 ,1926 ,2191 ,475 ,26485 ,27401 ,5627 ,8371 ,11800 ,8167 ,8109 ,5720 ,3586 ,1392 ,1114 
2022.2.12,54931 ,54820 ,111 ,33 ,13198 ,3051 ,2370 ,5068 ,1576 ,1511 ,726 ,326 ,15953 ,960 ,1156 ,2186 ,1548 ,1214 ,1831 ,1699 ,503 ,26820 ,28111 ,6028 ,8885 ,11681 ,8019 ,8184 ,5805 ,3752 ,1472 ,1105 
2022.2.13,56397 ,56268 ,129 ,36 ,11821 ,3442 ,2573 ,4474 ,1540 ,1495 ,805 ,384 ,17065 ,985 ,1331 ,2355 ,1642 ,1181 ,2054 ,2666 ,554 ,27531 ,28866 ,6591 ,9262 ,11432 ,7964 ,8435 ,5870 ,3886 ,1640 ,1317 
2022.2.14,54554 ,54449 ,105 ,21 ,11547 ,3520 ,2606 ,3578 ,1539 ,1613 ,676 ,353 ,15869 ,1092 ,1542 ,2495 ,1591 ,1264 ,1917 ,2805 ,507 ,26596 ,27958 ,6896 ,9189 ,10106 ,7772 ,8526 ,5918 ,3706 ,1456 ,985 
2022.2.15,57163 ,56995 ,168 ,61 ,12453 ,3090 ,2362 ,4899 ,1608 ,1576 ,775 ,415 ,17239 ,1179 ,1327 ,2218 ,1579 ,1301 ,1765 ,2770 ,551 ,28144 ,29019 ,8053 ,9500 ,9953 ,8506 ,8993 ,6183 ,3706 ,1326 ,943 
2022.2.16,90433 ,90270 ,163 ,39 ,18876 ,6483 ,4190 ,5821 ,2298 ,2590 ,1758 ,696 ,27963 ,1784 ,2203 ,3003 ,2561 ,1929 ,2868 ,4448 ,924 ,44215 ,46218 ,12582 ,14164 ,15553 ,13563 ,14528 ,9759 ,6204 ,2418 ,1662 
2022.2.17,93119 ,93028 ,91 ,36 ,19685 ,6218 ,4199 ,7236 ,2610 ,2702 ,1688 ,655 ,28446 ,1729 ,2168 ,3015 ,2574 ,1893 ,2901 ,4480 ,882 ,44592 ,48527 ,13188 ,14796 ,15720 ,14165 ,15195 ,9883 ,6137 ,2335 ,1700 
2022.2.18,109803 ,109688 ,115 ,45 ,25646 ,6577 ,4538 ,7343 ,2669 ,2980 ,1947 ,703 ,36498 ,1932 ,2546 ,2944 ,2510 ,1911 ,3285 ,4622 ,1113 ,52868 ,56935 ,14126 ,16628 ,19329 ,17407 ,18254 ,11791 ,7616 ,2768 ,1884 
2022.2.19,102192 ,102053 ,139 ,71 ,23186 ,6535 ,4223 ,7816 ,2741 ,3032 ,1829 ,677 ,30637 ,1799 ,2394 ,4077 ,2492 ,1899 ,3186 ,4417 ,1205 ,48888 ,53304 ,13017 ,15425 ,17789 ,15459 ,16459 ,11306 ,7767 ,2896 ,2074 
2022.2.20,104815 ,104716 ,99 ,51 ,22094 ,6945 ,4707 ,9189 ,2661 ,3110 ,1919 ,658 ,31327 ,1999 ,2312 ,3348 ,2791 ,2064 ,3349 ,5092 ,1230 ,50123 ,54692 ,14398 ,15557 ,17316 ,15431 ,16613 ,11740 ,8372 ,3234 ,2154 
2022.2.21,95350 ,95205 ,145 ,45 ,20015 ,7541 ,4160 ,7364 ,2589 ,2907 ,1593 ,646 ,26774 ,2015 ,2226 ,3313 ,2728 ,2069 ,3249 ,5045 ,1080 ,45678 ,49672 ,13542 ,13795 ,14678 ,14041 ,15606 ,11221 ,7794 ,2899 ,1774 
2022.2.22,99556 ,99426 ,130 ,58 ,21799 ,6140 ,4158 ,7772 ,3247 ,2848 ,1939 ,648 ,29559 ,2057 ,2187 ,3336 ,2463 ,2109 ,3126 ,4839 ,1300 ,48285 ,51271 ,15340 ,14037 ,14952 ,15600 ,16712 ,11095 ,7322 ,2660 ,1838 
2022.2.23,171430 ,171249 ,181 ,99 ,41464 ,12814 ,6306 ,11056 ,4225 ,4078 ,3447 ,1079 ,53526 ,3192 ,3474 ,4838 ,4024 ,3083 ,4995 ,8023 ,1760 ,82730 ,88700 ,24777 ,21979 ,26965 ,27268 ,28649 ,19726 ,13628 ,5107 ,3331 
2022.2.24,169995 ,169826 ,169 ,82 ,37167 ,11834 ,7148 ,13862 ,4136 ,4504 ,3231 ,1082 ,51317 ,3121 ,4354 ,4987 ,3908 ,3367 ,5204 ,9215 ,1505 ,80963 ,89032 ,24425 ,22988 ,26025 ,27117 ,28040 ,18999 ,13589 ,5234 ,3578 
2022.2.25,165879 ,165739 ,140 ,94 ,35612 ,12735 ,6290 ,12847 ,4604 ,4406 ,3532 ,1064 ,48079 ,3428 ,3968 ,5184 ,4216 ,3532 ,5392 ,8899 ,2061 ,78745 ,87134 ,21735 ,22041 ,26529 ,26664 ,27584 ,18507 ,13923 ,5283 ,3613 
2022.2.26,166189 ,166047 ,142 ,112 ,36826 ,13017 ,6991 ,12113 ,4883 ,4266 ,3128 ,998 ,48145 ,3264 ,3791 ,5284 ,4161 ,3436 ,5305 ,8645 ,1917 ,78402 ,87787 ,20951 ,21319 ,26589 ,25740 ,27097 ,19887 ,14839 ,5913 ,3854 
2022.2.27,163550 ,163397 ,153 ,49 ,35344 ,13675 ,6157 ,11132 ,4273 ,4048 ,3315 ,921 ,46800 ,3380 ,4090 ,5962 ,4216 ,3413 ,5383 ,9246 ,2167 ,77601 ,85949 ,21285 ,20556 ,25630 ,24902 ,25932 ,19803 ,15261 ,6280 ,3901 
2022.2.28,139620 ,139459 ,161 ,114 ,27972 ,12617 ,5825 ,10740 ,4167 ,3683 ,2484 ,834 ,37257 ,3318 ,3051 ,5084 ,4070 ,3320 ,4940 ,8413 ,1806 ,66558 ,73062 ,19110 ,17802 ,20803 ,21063 ,23054 ,16782 ,12899 ,4972 ,3135 
2022.3.1,138980 ,138921 ,59 ,112 ,27882 ,11204 ,5382 ,8956 ,4806 ,3674 ,2944 ,876 ,39206 ,3477 ,3501 ,4853 ,3938 ,3283 ,4668 ,8031 ,2271 ,67704 ,71276 ,19801 ,17718 ,20772 ,22029 ,22730 ,16257 ,12120 ,4536 ,3017 
2022.3.2,219214 ,219145 ,69 ,96 ,46930 ,16099 ,7116 ,12103 ,5259 ,5291 ,5121 ,1412 ,68615 ,4970 ,5573 ,6915 ,6413 ,4996 ,6966 ,13200 ,2207 ,104526 ,114688 ,26788 ,27962 ,34286 ,34422 ,35740 ,27018 ,19899 ,8033 ,5066 
2022.3.3,198794 ,198739 ,55 ,128 ,43673 ,14258 ,8080 ,15964 ,6998 ,5067 ,3389 ,1022 ,51940 ,4615 ,4828 ,6639 ,5285 ,5243 ,6533 ,11944 ,3293 ,94812 ,103982 ,26414 ,26132 ,29791 ,31577 ,32916 ,22753 ,17520 ,6807 ,4884 
